"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.279320053,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.027382636,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.328123983,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-4.250503339,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.120483505,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.267434587,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",4.411064132,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.339312213,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.1852505,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.115587011,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",2.940023884,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.167527946,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.756734557,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-2.278947744,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",6.211608107,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-7.600387833,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.314675727,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.58498745,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.496099212,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.292920672,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.423409183,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.355002114,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.069019083,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.382631967,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.596472835,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.166751655,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.552374299,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.138397435,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.497283852,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.017259139,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.019093758,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-18.752685567,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.0034854,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.859267451,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.639918934,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421529447,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.551161342,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.939774395,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.159542095,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.70398595,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.266420628,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q1",2.409699061,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.426008333,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.471135039,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.484044841,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.820471658,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.493447446,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.255995705,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.654390627,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.117777678,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.366774101,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.75496245,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.61205818,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.414285857,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.83693619,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.625746619,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.786605447,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.04614492,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.510219336,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.015317198,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.514692467,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.071245748,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.222782905,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.793789658,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.073786986,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.577280996,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.62554452,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.549619907,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.52043867,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.610602276,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.554108131,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.522265726,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.378039987,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.353791001,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.414757334,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.250324773,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.878839015,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.412377136,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.405251351,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.74064396,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.260081491,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.797642273,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.40280483,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.034943123,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.05179369,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.653421834,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.453692756,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.57740988,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.077576528,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.179240981,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-1.861715352,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.538012647,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.261777428,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.295470884,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.668588611,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.632977805,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.741447424,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.835849875,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.63527552,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.528460412,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.218514452,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.281062933,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.604147859,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.402254004,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.417209071,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.190002118,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.882916555,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.476110914,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.215076828,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.678287633,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.745438835,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.73194985,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.208739703,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.454499614,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.210937147,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.688098695,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.013862447,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.061478136,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.15960594,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.050586039,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.669737255,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.502753858,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.663954097,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.605174619,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.453474682,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.22245861,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.854389126,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.407767312,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.831774139,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.1016095,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.252620921,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.041623335,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.620558047,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.752325123,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.959587026,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.634506772,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.351820843,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.5825665,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.38472413,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.08691958,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.023044213,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421873021,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.517990679,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.657093788,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.647084332,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.684309029,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.276436735,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.088235138,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.069136226,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.45210412,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.094407559,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.87241647,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.314573725,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.874858409,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.900020169,"P"
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.061606281,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.789910752,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.286983844,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.097971879,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.060689354,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-5.048601217,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.112715364,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-1.094646693,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.215384422,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.3464606,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.788937818,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.997278519,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.110561548,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-16.007677409,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.76120409,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.70178147,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.358307069,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.799886235,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.138493077,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.212534901,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.321517705,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.267852871,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.035719972,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.865598009,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.028890392,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.852022851,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.389073528,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.660072286,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.788389611,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.405556548,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.625035771,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.414345194,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.534823628,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.251245268,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.125939628,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.021673169,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.236485821,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.381416747,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.29966508,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.927553212,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.207023314,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.65725697,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.524229591,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.876491339,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.154509092,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.193888378,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.804223601,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.153525313,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.339359167,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.927976071,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.1106895,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.815089964,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.496834472,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.281938697,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.196867523,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.156076473,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.22028172,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.545879168,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.599817806,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.707789052,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.507585472,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.881160797,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.727858252,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.791994666,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.457198359,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.60398532,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.221109846,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.406568278,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.506884582,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.357657943,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.330901959,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.45347504,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.494445659,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.542121912,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.752326244,"P"
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.565668983,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.426944003,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.728833616,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.955677327,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.93167915,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.668628011,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.525195607,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.328321429,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.72512256,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.370716167,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.636914747,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.58623185,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.262654605,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.986116769,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.478741091,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.988378418,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.84073372,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.954381576,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.815940391,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.138247415,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.810634223,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.10283222,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.934900715,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.451523934,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.619755665,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.351751942,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.378811853,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.586932948,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.077927914,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.300909507,"E"
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.641680353,"E"
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.488263137,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.345446623,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.422538832,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.396256463,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.161371825,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.035992323,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.160195378,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.089801417,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.261182403,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.095319207,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.198749289,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.637792726,
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.23751342,
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-16.950964949,
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.118183042,
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.100000391,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.640675347,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.237787639,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.053235206,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.790543382,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.43203753,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.475412409,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.341779828,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.860695515,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.158868493,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.311794723,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.506898702,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.609525864,
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.416970477,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.817223003,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.640350417,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.200169157,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.087970818,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.240625652,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.19660996,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.042506869,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.144083352,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.34448629,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.722588051,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.733966532,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.32266361,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.179684859,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.00240225,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.141136673,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.733075761,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.489337971,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.720276596,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.368893027,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.280247603,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.515971462,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.882786748,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.49132668,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.508565009,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-1.590547654,
